communityID,householdID,ID,crosssection,HH_weight,HH_weight_ad1,INDV_weight,INDV_weight_ad1,INDV_weight_ad2,Biomarker_weight,longitudinal,HH_L_weight,INDV_L_weight,HH_L_Died,INDV_L_Died,imonth,iyear,HHmemberID,versionID
0101041,0101041160,010104116001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21313.177734375,26768.140625,1,35123.109375,36853.6328125,0,0,07,2013,1,20151118
0101041,0101041160,010104116002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21164.22265625,24807.55078125,1,35123.109375,35267.5703125,0,0,07,2013,2,20151118
0101041,0101041170,010104117001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21164.22265625,24807.55078125,1,34109.27734375,35267.5703125,0,0,07,2013,2,20151118
0101041,0101041170,010104117002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21364.412109375,24832.28125,1,34109.27734375,34252.88671875,0,0,07,2013,1,20151118
0101041,0101041180,010104118001,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42633.890625,52537.203125,1,35123.109375,72046.984375,0,0,07,2013,1,20151118
0101041,0101041180,010104118002,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42297.265625,49578.5546875,1,35123.109375,70598.3515625,0,0,07,2013,2,20151118
0101041,0101041190,010104119001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21328.423828125,26163.66796875,1,35854.44140625,36057.546875,0,0,07,2013,1,20151118
0101041,0101041190,010104119002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21153.751953125,,0,35854.44140625,,0,,07,2013,2,20151118
0101041,0101041200,010104120001,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42272.31640625,53073.54296875,0,,,,,07,2013,4,20151118
0101041,0101041200,010104120002,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42568.01171875,58493.01171875,0,,,,,07,2013,3,20151118
0101041,0101041210,010104121001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21280.478515625,29050.314453125,0,,,,,07,2013,1,20151118
0101041,0101041210,010104121002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21124.134765625,26521.67578125,0,,,,,07,2013,2,20151118
0101041,0101041220,010104122001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21133.716796875,26533.705078125,0,,,,,07,2013,2,20151118
0101041,0101041220,010104122002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21291.138671875,29064.8671875,0,,,,,07,2013,1,20151118
0101041,0101041230,010104123001,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42366.61328125,,0,,,,,07,2013,1,20151118
0101041,0101041240,010104124001,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42560.95703125,60104.84765625,0,,,,,07,2013,3,20151118
0101041,0101041240,010104124002,1,18912.8515625,20804.13671875,37825.703125,41608.2734375,42257.78125,,0,,,,,07,2013,4,20151118
0101041,0101041250,010104125001,1,18912.8515625,20804.13671875,28369.275390625,31206.203125,32016.181640625,37617.859375,0,,,,,07,2013,3,20151118
0101041,0101041250,010104125002,1,18912.8515625,20804.13671875,28369.275390625,31206.203125,32010.228515625,,0,,,,,07,2013,2,20151118
0101041,0101041260,010104126001,1,18912.8515625,20804.13671875,28369.275390625,31206.203125,31700.57421875,,0,,,,,07,2013,1,20151118
0101041,0101041260,010104126002,1,18912.8515625,20804.13671875,28369.275390625,31206.203125,,,0,,,,,07,2013,2,20151118
0101041,0101041270,010104127001,1,18912.8515625,20804.13671875,28369.275390625,31206.203125,31738.421875,37202.05078125,0,,,,,07,2013,2,20151118
0101041,0101041270,010104127002,1,18912.8515625,20804.13671875,28369.275390625,31206.203125,32022.177734375,37220.015625,0,,,,,07,2013,1,20151118
0101041,0101041280,010104128001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21161.576171875,,0,,,,,07,2013,2,20151118
0101041,0101041280,010104128002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21381.189453125,25047.875,0,,,,,07,2013,1,20151118
0101041,0101041290,010104129001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21156.33984375,24798.310546875,0,,,,,07,2013,2,20151118
0101041,0101041290,010104129002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21336.212890625,25069.28125,0,,,,,07,2013,1,20151118
0101041,0101041300,010104130001,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21276.98046875,,0,,,,,07,2013,1,20151118
0101041,0101041300,010104130002,1,18912.8515625,20804.13671875,18912.8515625,20804.13671875,21119.447265625,26005.486328125,0,,,,,07,2013,2,20151118
0101042,0101042010,010104201001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39756.90625,,1,35768.0078125,38066.90625,0,0,11,2013,5,20151118
0101042,0101042010,010104201002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39402.80078125,,1,35768.0078125,36275.04296875,0,0,11,2013,1,20151118
0101042,0101042030,010104203001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39874.53515625,59056.48828125,1,34735.5625,35207.41015625,0,0,07,2013,1,20151118
0101042,0101042030,010104203002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39421.03125,,1,34735.5625,36172.703125,0,0,07,2013,2,20151118
0101042,0101042040,010104204001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39421.03125,59532.7578125,1,35768.0078125,35790.06640625,0,0,07,2013,1,20151118
0101042,0101042050,010104205001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39356.12109375,,1,36690.51171875,37367.60546875,0,0,07,2013,2,20151118
0101042,0101042050,010104205002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39739.7890625,,1,36690.51171875,38119.91796875,0,0,07,2013,1,20151118
0101042,0101042060,010104206001,0,,,,,,,1,36690.51171875,37345.64453125,0,0,07,2013,3,20151118
0101042,0101042060,010104206002,0,,,,,,,1,36690.51171875,38017.28515625,0,0,07,2013,1,20151118
0101042,0101042070,010104207001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39932.75,60228.09375,1,34356.5859375,34739.51953125,0,0,07,2013,1,20151118
0101042,0101042070,010104207002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39491.4296875,64686.50390625,1,34356.5859375,34699.18359375,0,0,07,2013,2,20151118
0101042,0101042080,010104208001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39433.41015625,56478.71875,1,34750.1875,34770.25,0,0,07,2013,1,20151118
0101042,0101042090,010104209001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39560.578125,64799.76953125,1,34391.91015625,34402.1796875,0,0,11,2013,1,20151118
0101042,0101042100,010104210001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39532.30859375,64753.46484375,1,34391.91015625,34404.0234375,0,0,07,2013,1,20151118
0101042,0101042120,010104212001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39445.97265625,57824.88671875,1,34829.3046875,34848.12890625,0,0,07,2013,1,20151118
0101042,0101042170,010104217001,1,27562.984375,38588.17578125,41344.4765625,57882.265625,59051.30078125,,1,36368.640625,55495.4453125,0,0,07,2013,1,20151118
0101042,0101042170,010104217002,1,27562.984375,38588.17578125,41344.4765625,57882.265625,59687.85546875,100777.90625,1,36368.640625,55684.8828125,0,0,07,2013,2,20151118
0101042,0101042180,010104218001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,,,0,36368.640625,,0,,07,2013,3,20151118
0101042,0101042180,010104218002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39367.53515625,59898.12109375,1,36368.640625,36996.96875,0,0,07,2013,1,20151118
0101042,0101042190,010104219001,1,27562.984375,38588.17578125,55125.96875,77176.3515625,78758.234375,,1,36368.640625,72793.7890625,0,0,07,2013,1,20151118
0101042,0101042200,010104220001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39465.16796875,,1,34829.3046875,34846.35546875,0,0,11,2013,1,20151118
0101042,0101042210,010104221001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39421.03125,59979.515625,1,34699.24609375,36835.63671875,0,0,07,2013,1,20151118
0101042,0101042210,010104221002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39809.796875,58960.609375,1,34699.24609375,35292.97265625,0,0,07,2013,2,20151118
0101042,0101042220,010104222001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39390.875,58034.92578125,1,35667.05078125,36207.1171875,0,0,07,2013,2,20151118
0101042,0101042220,010104222002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39765.55859375,69928.6796875,1,35667.05078125,38041.69140625,0,0,07,2013,1,20151118
0101042,0101042240,010104224001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39356.12109375,69820.78125,1,36368.640625,36996.96875,0,0,07,2013,1,20151118
0101042,0101042240,010104224002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,,,0,36368.640625,,0,,07,2013,2,20151118
0101042,0101042250,010104225001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39952.73046875,,1,34320.21875,34678.3359375,0,0,07,2013,1,20151118
0101042,0101042250,010104225002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39465.16796875,,0,34320.21875,,0,,07,2013,2,20151118
0101042,0101042260,010104226001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39421.03125,59979.515625,1,36368.640625,36835.63671875,0,0,07,2013,2,20151118
0101042,0101042260,010104226002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39791.90234375,67185.2734375,1,36368.640625,37123.2578125,0,0,07,2013,1,20151118
0101042,0101042270,010104227001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39518.48046875,64730.81640625,1,34391.91015625,34404.84375,0,0,11,2013,1,20151118
0101042,0101042280,010104228001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39827.94921875,,1,34777.1484375,35334.23046875,0,0,07,2013,5,20151118
0101042,0101042280,010104228002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39427.1953125,57797.36328125,1,34777.1484375,35262.01953125,0,0,07,2013,1,20151118
0101042,0101042290,010104229001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39452.328125,56095.9375,1,34787.0703125,35165.86328125,0,0,07,2013,2,20151118
0101042,0101042290,010104229002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39874.53515625,61009.97265625,1,34787.0703125,35719.32421875,0,0,07,2013,1,20151118
0101042,0101042300,010104230001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39731.32421875,,1,37289.296875,37330.5234375,0,0,07,2013,1,20151118
0101042,0101042310,010104231001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39373.30078125,59906.89453125,1,36368.640625,36397.84375,0,0,11,2013,1,20151118
0101042,0101042310,010104231002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39748.31640625,,0,36368.640625,,0,,11,2013,2,20151118
0101042,0101042330,010104233001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39903.3203125,58718.11328125,0,,,,,07,2013,1,20151118
0101042,0101042330,010104233002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39491.4296875,64686.50390625,0,,,,,07,2013,2,20151118
0101042,0101042340,010104234001,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39433.41015625,,0,,,,,07,2013,2,20151118
0101042,0101042340,010104234002,1,27562.984375,38588.17578125,27562.984375,38588.17578125,39818.83984375,60924.75390625,0,,,,,07,2013,1,20151118
0101043,0101043010,010104301001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21742.861328125,27792.640625,1,25015.25,25124.095703125,0,0,08,2013,1,20151118
0101043,0101043010,010104301002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21548.7265625,27498.90625,1,25015.25,25179.341796875,0,0,08,2013,2,20151118
0101043,0101043020,010104302001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21535.255859375,28046.482421875,1,25758.78125,25875.74609375,0,0,08,2013,1,20151118
0101043,0101043020,010104302002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,,,0,25758.78125,,0,,08,2013,2,20151118
0101043,0101043030,010104303001,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32525.341796875,45476.1875,1,25758.78125,39724.12109375,0,0,08,2013,1,20151118
0101043,0101043030,010104303002,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32291.115234375,42054.3984375,1,25758.78125,38831.8515625,0,0,08,2013,2,20151118
0101043,0101043040,010104304001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21764.130859375,27845.8046875,1,24693.26953125,24697.646484375,0,0,08,2013,1,20151118
0101043,0101043050,010104305001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21694.90234375,31235.51953125,1,26341.1796875,26349.35546875,0,0,08,2013,1,20151118
0101043,0101043060,010104306001,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32314.919921875,41379.3203125,1,25686.07421875,38687.58203125,0,0,08,2013,3,20151118
0101043,0101043060,010104306002,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,,,0,25686.07421875,,0,,08,2013,2,20151118
0101043,0101043070,010104307001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21730.470703125,27776.802734375,1,25015.25,25135.416015625,0,0,08,2013,1,20151118
0101043,0101043070,010104307002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21548.7265625,27498.90625,1,25015.25,25179.341796875,0,0,08,2013,2,20151118
0101043,0101043080,010104308001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21545.9921875,,1,25025.783203125,25030.56640625,0,0,08,2013,1,20151118
0101043,0101043090,010104309001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21676.138671875,,1,26341.1796875,26541.94140625,0,0,08,2013,1,20151118
0101043,0101043090,010104309002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21507.314453125,31159.37109375,1,26341.1796875,26686.421875,0,0,08,2013,2,20151118
0101043,0101043100,010104310001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21551.48046875,,1,24989.09765625,25119.0234375,0,0,08,2013,2,20151118
0101043,0101043100,010104310002,0,20535.025390625,21176.744140625,,,,,1,24989.09765625,25109.138671875,0,1,08,2013,,20151118
0101043,0101043110,010104311001,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32608.05078125,41904.41796875,1,24989.09765625,37652.21484375,0,0,08,2013,1,20151118
0101043,0101043110,010104311002,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32344.05859375,40629.703125,1,24989.09765625,37661.25,0,0,08,2013,2,20151118
0101043,0101043120,010104312001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21545.9921875,27495.416015625,1,25015.25,25182.580078125,0,0,08,2013,2,20151118
0101043,0101043120,010104312002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21738.69921875,27787.3203125,1,25015.25,25127.74609375,0,0,08,2013,1,20151118
0101043,0101043130,010104313001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21530.005859375,,1,25758.78125,25883.716796875,0,0,08,2013,2,20151118
0101043,0101043130,010104313002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21687.3125,32890.68359375,1,25758.78125,27039.751953125,0,0,08,2013,1,20151118
0101043,0101043140,010104314001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21742.861328125,27792.640625,1,25015.25,25124.095703125,0,0,08,2013,1,20151118
0101043,0101043140,010104314002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21554.255859375,27505.962890625,1,25015.25,25173.1796875,0,0,08,2013,2,20151118
0101043,0101043150,010104315001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21535.255859375,28046.482421875,1,24989.09765625,25875.74609375,0,0,08,2013,2,20151118
0101043,0101043150,010104315002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21730.470703125,,1,24989.09765625,25109.138671875,0,0,08,2013,1,20151118
0101043,0101043160,010104316001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21764.130859375,27699.630859375,1,24767.765625,25126.54296875,0,0,11,2013,1,20151118
0101043,0101043160,010104316002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21586.166015625,29747.845703125,1,24767.765625,24829.890625,0,0,11,2013,2,20151118
0101043,0101043170,010104317001,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32542.35546875,45499.97265625,1,25686.07421875,39697.6171875,0,0,08,2013,2,20151118
0101043,0101043170,010104317002,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32306.869140625,41369.01171875,1,25686.07421875,38698.3828125,0,0,08,2013,3,20151118
0101043,0101043180,010104318001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21668.826171875,,1,26465.208984375,28374.466796875,0,0,08,2013,1,20151118
0101043,0101043180,010104318002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21507.314453125,30246.626953125,1,26465.208984375,26637.91796875,0,0,08,2013,2,20151118
0101043,0101043190,010104319001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21722.361328125,,1,25015.25,25143.60546875,0,0,08,2013,1,20151118
0101043,0101043190,010104319002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21557.048828125,,1,25015.25,25170.248046875,0,0,08,2013,2,20151118
0101043,0101043200,010104320001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21702.603515625,31458.61328125,1,26513.3984375,27016.84375,0,0,08,2013,1,20151118
0101043,0101043200,010104320002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21517.212890625,31173.7109375,1,26513.3984375,26665.044921875,0,0,08,2013,2,20151118
0101043,0101043210,010104321001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21517.212890625,31173.7109375,1,26513.3984375,26665.044921875,0,0,08,2013,2,20151118
0101043,0101043210,010104321002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21687.3125,31436.44921875,1,26513.3984375,27039.751953125,0,0,08,2013,1,20151118
0101043,0101043220,010104322001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21522.2734375,28029.57421875,1,25758.78125,25896.708984375,0,0,08,2013,2,20151118
0101043,0101043220,010104322002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21698.73828125,30338.677734375,1,25758.78125,26459.568359375,0,0,08,2013,1,20151118
0101043,0101043230,010104323001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21601.548828125,29769.04296875,1,24742.326171875,24820.447265625,0,0,11,2013,2,20151118
0101043,0101043230,010104323002,0,20535.025390625,21176.744140625,,,,,1,24742.326171875,24817.23828125,0,1,11,2013,,20151118
0101043,0101043240,010104324001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21679.837890625,30312.251953125,1,25758.78125,26489.041015625,0,0,08,2013,1,20151118
0101043,0101043240,010104324002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21530.005859375,,1,25758.78125,25883.716796875,0,0,08,2013,2,20151118
0101043,0101043250,010104325001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21598.42578125,29764.740234375,1,24767.765625,24770.380859375,0,0,11,2013,1,20151118
0101043,0101043260,010104326001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21557.048828125,27079.36328125,1,25025.783203125,25029.974609375,0,0,08,2013,1,20151118
0101043,0101043270,010104327001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21734.5703125,27782.04296875,1,25015.25,25131.517578125,0,0,08,2013,1,20151118
0101043,0101043270,010104327002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21559.8671875,26950.158203125,1,25015.25,25136.89453125,0,0,08,2013,2,20151118
0101043,0101043280,010104328001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21755.53125,,1,24716.13671875,24813.556640625,0,0,08,2013,1,20151118
0101043,0101043280,010104328002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21574.26171875,,1,24716.13671875,24838.650390625,0,0,08,2013,2,20151118
0101043,0101043290,010104329001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21698.73828125,30551.453125,1,25758.78125,26419.107421875,0,0,08,2013,1,20151118
0101043,0101043290,010104329002,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21530.005859375,28039.64453125,1,25758.78125,25883.716796875,0,0,08,2013,2,20151118
0101043,0101043300,010104330001,1,20535.025390625,21176.744140625,20535.025390625,21176.744140625,21624.05859375,,1,24767.765625,24769.775390625,0,0,08,2013,1,20151118
0101043,0101043310,010104331001,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32497.8125,,0,,,,,08,2013,2,20151118
0101043,0101043310,010104331002,1,20535.025390625,21176.744140625,30802.537109375,31765.1171875,32264.642578125,,0,,,,,08,2013,3,20151118
0101043,0101043320,010104332001,1,20535.025390625,21176.744140625,41070.05078125,42353.48828125,43323.234375,79367.375,0,,,,,08,2013,3,20151118
0101043,0101043320,010104332002,1,20535.025390625,21176.744140625,41070.05078125,42353.48828125,43009.76953125,60916.81640625,0,,,,,08,2013,2,20151118
0102061,0102061010,010206101001,1,22544.392578125,23825.326171875,22544.392578125,23825.326171875,24466.96484375,24788.7421875,1,24443.201171875,24546.11328125,0,0,08,2013,1,20151118
0102061,0102061010,010206101002,1,22544.392578125,23825.326171875,22544.392578125,23825.326171875,24259.55859375,24553.30078125,1,24443.201171875,24524.169921875,0,0,08,2013,2,20151118
0102061,0102061020,010206102001,1,22544.392578125,23825.326171875,33816.5859375,35737.984375,36672.45703125,37154.75390625,1,24443.201171875,36840.92578125,0,0,08,2013,1,20151118
0102061,0102061020,010206102002,1,22544.392578125,23825.326171875,33816.5859375,35737.984375,36352.00390625,36833.97265625,1,24443.201171875,36930.890625,0,0,08,2013,2,20151118
0102061,0102061030,010206103001,1,22544.392578125,23825.326171875,22544.392578125,23825.326171875,24266.01171875,24582.720703125,1,24446.46875,24530.408203125,0,0,08,2013,2,20151118
0102061,0102061030,010206103002,1,22544.392578125,23825.326171875,22544.392578125,23825.326171875,24462.24609375,24879.630859375,1,24446.46875,24552.84375,0,0,08,2013,1,20151118
0102061,0102061040,010206104001,1,22544.392578125,23825.326171875,22544.392578125,23825.326171875,24443.728515625,24765.201171875,1,24410.572265625,24492.162109375,0,0,08,2013,1,20151118
0102061,0102061040,010206104002,1,22544.392578125,23825.326171875,22544.392578125,23825.326171875,24250.052734375,24566.552734375,1,24410.572265625,24538.708984375,0,0,08,2013,2,20151118
