ID,householdID,communityID,intro_infselect,intro_infselect_1,inf1_rtr,notice1,inf2_rtr,notice2,inf3_rtr,informant_selection,inf1_noiwreason,inf2_noiwreason,infother_reason,dd001_w4,dd002_w4,dd003_w4,dd004_w4,dd005_w4,dd006_w4,dd007_w4,dd008_w4,dd009_w4,dd010_w4,dd011_w4,dd012_w4,dd013_w4,dd014_w4,dd015_w4,dd016_w4,dd017_w4,dd018_w4,dd019_w4,dd020_w4,dd021_w4,dd022_w4,dd023_w4,dd024_w4,dd025_w4,dd026_w4,dd027_w4,dd028_w4,dd029_w4,dd030_w4,dd031_w4,dd032_w4,dd033_w4,dd034_w4,dd035_w4,dd036_w4,dd037_w4,dd039_w4,dd040_w4,dd041_w4,dd042_w4,dd043_w4,dd044_w4,dd045_w4,dd046_w4,dd047_w4,dd048_w4_s1,dd048_w4_s2,dd048_w4_s3,dd048_w4_s4,dd048_w4_s5,dd048_w4_s6,dd049_w4,dd050_w4,dd051_w4,versionID
160104313001,1601043130,1601043,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
160104327001,1601043270,1601043,1,,8,2,,,,1,,,,67,2,8,8,6.0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,6,6,3,3,6,3,3,3,3,3,1,1,1,1,1,8,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104327002,1601043270,1601043,1,,1,2,,,,1,,,,65,2,8,1,6.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104110001,1601041100,1601041,1,,2,1,2,2,,1,,,,63,2,5,2,,3,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,6,3,3,5,3,3,3,8,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104119001,1601041190,1601041,1,,2,2,,,,1,,,,68,2,5,2,,1,1,2,2,2,2,3,3,5,5,4,4,4,3,4,3,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,1,1,1,2,2,2,2,2,1,0,0,0,0,0,6,1,2,,20200914
160104106002,1601041060,1601041,1,,1,2,,,,1,,,,72,1,6,1,45.0,1,1,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,5,5,5,3,3,3,3,3,1,1,1,1,2,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104106001,1601041060,1601041,1,,1,1,2,1,2,1,,,,70,2,5,1,46.0,1,1,2,2,2,2,3,3,3,3,4,4,3,3,4,3,3,3,3,4,3,3,5,4,3,3,4,4,3,3,3,4,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,1,2,,20200914
160104111001,1601041110,1601041,1,,2,1,2,1,3,1,,,,48,2,7,2,,1,1,2,2,2,2,3,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,1,1,1,1,2,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104117001,1601041170,1601041,1,,1,2,,,,1,,,,65,1,5,1,40.0,5,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104117002,1601041170,1601041,1,,6,2,,,,1,,,,59,1,4,6,35.0,3,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
160104104002,1601041040,1601041,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
160104114001,1601041140,1601041,1,,2,2,,,,1,,,,59,2,5,2,,8,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,3,4,3,6,8,8,8,6,3,6,8,3,3,3,3,4,1,1,1,1,1,2,8,1,1,0,0,0,0,0,6,2,2,,20200914
160104120001,1601041200,1601041,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
160104120002,1601041200,1601041,1,,1,2,,,,1,,,,62,2,5,1,40.0,1,1,1,2,2,2,3,3,3,3,5,5,3,4,5,5,3,3,3,4,5,5,5,3,3,4,5,4,3,3,3,4,3,2,4,2,2,1,2,1,2,0,0,0,0,0,6,1,2,,20200914
160104141002,1601041410,1601041,1,,1,2,,,,1,,,,71,1,5,1,45.0,1,1,2,2,2,2,4,4,1,3,3,4,1,3,5,5,3,1,1,5,3,3,5,5,4,3,3,4,1,1,3,3,1,1,1,1,2,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
